Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description
Grip Strength Assessment,grip-strength-assessment,"<p><strong>Why it matters:</strong> Grip strength is a powerful predictor of all-cause mortality, cardiovascular events, and functional independence.</p><p><strong>What it is:</strong> Standardized dynamometry with normative comparison.</p><p><strong>Duration:</strong> 10 minutes | Delivered by Kinesiologist</p>",White Pine Medical,,Health Assessment,"grip strength, muscle, functional",TRUE,active,WPM-GRIP,,Title,Default Title,,,,,,,,,99.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Grip Strength Assessment | White Pine Medical,Standardized dynamometry measuring muscular strength and functional health.
Lower Limb Power Assessment,lower-limb-power-assessment,"<p><strong>Why it matters:</strong> Leg power predicts mobility, independence, and fall risk—especially as we age.</p><p><strong>What it is:</strong> Vertical jump or leg press power testing with normative comparison.</p><p><strong>Duration:</strong> 15 minutes | Delivered by Kinesiologist</p>",White Pine Medical,,Health Assessment,"leg power, muscle, functional",TRUE,active,WPM-LEGPOWER,,Title,Default Title,,,,,,,,,149.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Lower Limb Power Assessment | White Pine Medical,Leg power testing for mobility independence and fall risk assessment.
Functional Movement Screen,functional-movement-screen,"<p><strong>Why it matters:</strong> Movement asymmetries and limitations increase injury risk and reduce performance.</p><p><strong>What it is:</strong> Standardized 7-movement screen to identify mobility and stability deficits.</p><p><strong>Duration:</strong> 30 minutes | Delivered by Kinesiologist</p>",White Pine Medical,,Health Assessment,"movement, fms, functional, mobility",TRUE,active,WPM-FMS,,Title,Default Title,,,,,,,,,199.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Functional Movement Screen | White Pine Medical,7-movement screen identifying mobility and stability deficits.
RunEasi Gait & Movement Analysis,runeasi-gait-movement-analysis,"<p><strong>Why it matters:</strong> Gait abnormalities can signal neurological, musculoskeletal, or balance issues.</p><p><strong>What it is:</strong> Wearable sensor-based running/walking gait analysis with biomechanical feedback.</p><p><strong>Duration:</strong> 30 minutes | Delivered by Kinesiologist</p>",White Pine Medical,,Health Assessment,"gait, running, biomechanics, movement",TRUE,active,WPM-GAIT,,Title,Default Title,,,,,,,,,249.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,RunEasi Gait & Movement Analysis | White Pine Medical,Wearable sensor-based gait analysis with biomechanical feedback.
Blood Pressure & Vascular Screening,blood-pressure-vascular-screening,"<p><strong>Why it matters:</strong> Hypertension is the leading modifiable risk factor for cardiovascular disease and stroke.</p><p><strong>What it is:</strong> Resting BP, orthostatic BP, and pulse wave analysis.</p><p><strong>Duration:</strong> 15 minutes | Delivered by Nurse</p>",White Pine Medical,,Health Assessment,"blood pressure, vascular, cardiovascular",TRUE,active,WPM-BP,,Title,Default Title,,,,,,,,,79.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Blood Pressure & Vascular Screening | White Pine Medical,Resting and orthostatic blood pressure with pulse wave analysis.
Heart Rate Variability Assessment,heart-rate-variability-assessment,"<p><strong>Why it matters:</strong> HRV reflects autonomic nervous system function and stress resilience.</p><p><strong>What it is:</strong> 5-minute resting HRV capture with time and frequency domain analysis.</p><p><strong>Duration:</strong> 15 minutes | Delivered by Technician</p>",White Pine Medical,,Health Assessment,"hrv, heart rate variability, autonomic, stress",TRUE,active,WPM-HRV,,Title,Default Title,,,,,,,,,189.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Heart Rate Variability Assessment | White Pine Medical,HRV analysis reflecting autonomic nervous system function and stress resilience.
Ankle-Brachial Pressure Index,ankle-brachial-pressure-index,"<p><strong>Why it matters:</strong> ABI detects peripheral artery disease, a marker of systemic atherosclerosis.</p><p><strong>What it is:</strong> Non-invasive BP measurement at arm and ankle to calculate ABI ratio.</p><p><strong>Duration:</strong> 15 minutes | Delivered by Nurse</p>",White Pine Medical,,Health Assessment,"abi, peripheral artery disease, vascular",TRUE,active,WPM-ABI,,Title,Default Title,,,,,,,,,149.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Ankle-Brachial Pressure Index | White Pine Medical,Non-invasive screening for peripheral artery disease.
Spirometry & Lung Age Assessment,spirometry-lung-age-assessment,"<p><strong>Why it matters:</strong> Early detection of obstructive or restrictive lung disease can guide prevention and treatment.</p><p><strong>What it is:</strong> Standard spirometry with FEV1, FVC, and lung age calculation.</p><p><strong>Duration:</strong> 15 minutes | Delivered by Nurse / Technician</p>",White Pine Medical,,Health Assessment,"spirometry, lung, pulmonary, respiratory",TRUE,active,WPM-SPIRO,,Title,Default Title,,,,,,,,,169.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Spirometry & Lung Age Assessment | White Pine Medical,Standard spirometry with lung age calculation for early disease detection.
Blood Testing Coordination Service,blood-testing-coordination-service,"<p><strong>Why it matters:</strong> Comprehensive bloodwork is the foundation of preventive medicine and longevity assessment.</p><p><strong>What it is:</strong> Requisition, coordination, and results integration for third-party lab testing.</p><p><strong>Duration:</strong> Coordination service | Lab visit at partner facility</p>",White Pine Medical,,Health Assessment,"blood testing, lab, bloodwork",TRUE,active,WPM-BLOOD,,Title,Default Title,,,,,,,,,50.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Blood Testing Coordination Service | White Pine Medical,Administrative coordination for blood testing appointments and requisitions.
Digital Longevity Snapshot – Clinician Review,digital-longevity-snapshot-clinician-review,"<p><strong>Why it matters:</strong> A structured review of your health data by a trained clinician to identify trends and risks.</p><p><strong>What it is:</strong> 60-minute virtual consultation with a clinician to review uploaded health data, wearables, and questionnaires.</p><p><strong>Duration:</strong> 60 minutes | Delivered by Clinician (RN / NP)</p>",White Pine Medical,,Health Assessment,"digital, longevity, clinician, virtual",TRUE,active,WPM-DIGCLIN,,Title,Default Title,,,,,,,,,350.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Digital Longevity Snapshot – Clinician Review | White Pine Medical,Virtual consultation reviewing health data wearables and questionnaires.
Digital Longevity Snapshot – Physician Consultation,digital-longevity-snapshot-physician-consultation,"<p><strong>Why it matters:</strong> A comprehensive physician-led review of your health status with personalized recommendations.</p><p><strong>What it is:</strong> 60-minute virtual consultation with a physician to review health data, discuss findings, and create an action plan.</p><p><strong>Duration:</strong> 60 minutes | Delivered by Physician</p>",White Pine Medical,,Health Assessment,"digital, longevity, physician, virtual",TRUE,active,WPM-DIGPHYS,,Title,Default Title,,,,,,,,,1000.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Digital Longevity Snapshot – Physician Consultation | White Pine Medical,Physician-led virtual consultation with personalized action plan.
Digital Cognitive Screening,digital-cognitive-screening,"<p><strong>Why it matters:</strong> Early detection of cognitive changes enables proactive intervention and lifestyle modification.</p><p><strong>What it is:</strong> Validated online cognitive assessment battery with clinician interpretation.</p><p><strong>Duration:</strong> 45 minutes (self-administered) + 15-minute review | Delivered by Clinician</p>",White Pine Medical,,Health Assessment,"cognitive, brain health, screening, digital",TRUE,active,WPM-COGSCREEN,,Title,Default Title,,,,,,,,,379.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Digital Cognitive Screening | White Pine Medical,Validated online cognitive assessment with clinician interpretation.
Psychiatric Mental Health Screening – Online,psychiatric-mental-health-screening-online,"<p><strong>Why it matters:</strong> Mental health is foundational to longevity—screening enables early intervention.</p><p><strong>What it is:</strong> Standardized screening questionnaires with virtual clinician review and recommendations.</p><p><strong>Duration:</strong> 30 minutes | Delivered by Clinician (RN-Psych / NP)</p>",White Pine Medical,,Health Assessment,"mental health, psychiatric, screening, online",TRUE,active,WPM-MHONLINE,,Title,Default Title,,,,,,,,,399.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Psychiatric Mental Health Screening – Online | White Pine Medical,Standardized mental health screening with virtual clinician review.
Psychiatric Mental Health Screening – In-Person,psychiatric-mental-health-screening-in-person,"<p><strong>Why it matters:</strong> In-person assessment allows for deeper clinical evaluation and therapeutic rapport.</p><p><strong>What it is:</strong> Comprehensive in-person psychiatric screening with clinical interview.</p><p><strong>Duration:</strong> 60 minutes | Delivered by Clinician (RN-Psych / NP)</p>",White Pine Medical,,Health Assessment,"mental health, psychiatric, screening, in-person",TRUE,active,WPM-MHINPERSON,,Title,Default Title,,,,,,,,,500.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Psychiatric Mental Health Screening – In-Person | White Pine Medical,Comprehensive in-person psychiatric screening with clinical interview.
Genetic Panel – Nutrigenetics,genetic-panel-nutrigenetics,"<p><strong>Why it matters:</strong> Genetic variants influence how you metabolize nutrients, caffeine, alcohol, and medications.</p><p><strong>What it is:</strong> DNA test analyzing nutrient metabolism, food sensitivities, and dietary response genes.</p><p><strong>Duration:</strong> Kit provided at clinic | Results in 3-4 weeks | Delivered by Clinician</p>",White Pine Medical,,Health Assessment,"genetics, nutrigenetics, dna, nutrition",TRUE,active,WPM-GENENNUTRI,,Title,Default Title,,,,,,,,,599.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Genetic Panel – Nutrigenetics | White Pine Medical,DNA testing for nutrient metabolism food sensitivities and dietary response.
Genetic Panel – Cancer Genetics,genetic-panel-cancer-genetics,"<p><strong>Why it matters:</strong> Hereditary cancer syndromes can be identified early, enabling proactive screening and prevention.</p><p><strong>What it is:</strong> Multigene panel testing for hereditary cancer risk (e.g., BRCA1/2, Lynch syndrome).</p><p><strong>Duration:</strong> Kit provided at clinic | Results in 3-4 weeks | Delivered by Physician</p>",White Pine Medical,,Health Assessment,"genetics, cancer, hereditary, dna",TRUE,active,WPM-GENECANCER,,Title,Default Title,,,,,,,,,699.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Genetic Panel – Cancer Genetics | White Pine Medical,Multigene panel testing for hereditary cancer risk including BRCA1/2.
Genetic Panel – Longevity & Health,genetic-panel-longevity-health,"<p><strong>Why it matters:</strong> Understanding your genetic predispositions empowers personalized health optimization.</p><p><strong>What it is:</strong> Comprehensive DNA panel covering cardiovascular, metabolic, neurological, and longevity-related genes.</p><p><strong>Duration:</strong> Kit provided at clinic | Results in 3-4 weeks | Delivered by Physician</p>",White Pine Medical,,Health Assessment,"genetics, longevity, dna, health",TRUE,active,WPM-GENELONG,,Title,Default Title,,,,,,,,,699.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Genetic Panel – Longevity & Health | White Pine Medical,Comprehensive DNA panel for cardiovascular metabolic and longevity genes.
Limited Screening Ultrasound,limited-screening-ultrasound,"<p><strong>Why it matters:</strong> Non-invasive imaging can detect structural abnormalities, aneurysms, or organ pathology early.</p><p><strong>What it is:</strong> Focused ultrasound examination of a single region (e.g., thyroid, carotid, abdominal aorta).</p><p><strong>Duration:</strong> 30 minutes | Delivered by Sonographer (interpreted by Physician)</p>",White Pine Medical,,Health Assessment,"ultrasound, imaging, screening",TRUE,active,WPM-ULTRASOUND,,Title,Default Title,,,,,,,,,499.00,,,FALSE,,,,,,,,,CONTINUE,,,FALSE,manual,,,,,FALSE,Limited Screening Ultrasound | White Pine Medical,Focused ultrasound examination for early detection of structural abnormalities.
